ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9301,AGR,1002,IL,62959, , ,5801,0, , , , ,XXXX,T2,36,40,E,H, , , , ,,2,M,,0,,,,,,,,,,,,,,,2,0,31,25,49,9,0,13, , , ,0, , , , , , , , , , , , , , , , , , , , , ,933,280,419,0,99,0,47,53,96,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41,50,54,43,51,54,20,41,40,19,8,18,16,12,14,19,13,19,15,32,17,17,42,19,40,30,39,31,16,4,1,60,13,12,15,151,223,90,89,3,9,5,2,0,0,0,384,410,3,3,77,23,95,5,5,25,67,54,19,83,17,6,2,4,11,29,3,16,49,31,1,2,0,0,0,2,4,21,0,1,30,47,50,13,4,9,0,1,14,6,2,0,0,3,37,74,0,187,632,222,273,286,346,13538,22,37,17,12,11,0,0,0,1,10,34,20,16,17,0,0,0,2,43,3,40,4,41,59,5,86,9,0,0,0,0,0,3,2,2,22,11,17,4,38,55,62,50,53,42,33,38,99,0,0,15,8,4,18,19,0,0,9,0,11,0,9,7,0,5,7,4,7,9,4,20,8,2,3,0,24,4,0,3,9,0,13,3,63,12,0,120,21,16,22,16,4,16,4,1,22,4,10,8,0,0,0,14,31,0,25,10,49,0,0,4,1,12,0,1,15,1,0,0,0,0,1,0,0,2,75,96,0,3,1,91,42,9,7,45,0,0,7,9,20,80,0,0,70,1,29,0,0,0,99,0,99,99,95,5,2,4,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,A2F,A2F,A2F,A1F,A1F,A1F,A1F,A1F, ,A2F,A2D,A2D,N3D,N3D,N3D,N3D,N3D,N3D,16,9702,37,6,12,,,,,,,,,,,9508,,,,,,,,9412,,,,,,,,,,,,,,18,,,,,,,,18,,,,49,5,3,3,9308,18,9412,18,9508,9308,9312,4,9.8,99189,0,0,0,L,1,F,X,X,X,52,C
9101, ,0,CA,94014, , ,0,0, ,X, , ,XXXX,R2,46,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,16,31,32,8,2,5, , , ,1, , ,Y,Y, ,Y, , ,Y,Y,Y, ,Y,Y, ,Y, , , ,2, ,36867,8312,11058,99,0,0,49,51,40,7,1,39,32,1,1,8,27,0,0,0,12,1,0,19,31,38,42,34,43,46,25,42,38,20,15,26,21,13,12,9,5,17,18,31,19,15,26,7,19,19,25,55,39,25,14,51,11,7,32,233,322,63,33,5,30,25,14,1,0,1,2532,2507,6,6,61,39,95,5,2,42,75,54,31,85,15,12,3,9,15,19,6,7,24,9,2,5,1,78,90,96,97,98,21,14,25,46,44,16,7,20,10,6,14,14,10,1,78,87,92,94,7360,65,807,385,409,445,465,13772,15,13,16,22,22,8,3,1,1,11,11,18,23,23,8,3,1,1,22,10,37,8,51,49,12,52,20,23,16,7,0,0,3,1,0,65,28,32,10,78,71,78,64,73,61,74,55,82,82,7,8,10,3,10,25,1,1,17,1,10,6,4,4,1,0,5,11,8,3,4,17,12,8,7,2,8,4,5,4,8,3,5,5,76,4,1,120,13,14,25,20,8,16,5,5,24,1,18,10,0,0,0,9,17,1,30,17,33,16,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,48,37,36,28,32,4,90,51,18,5,32,4,17,18,34,47,53,7,2,78,2,18,0,0,0,99,0,99,99,99,9,3,6,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,,,9503,9502,9501,,,,9408,,9405,L2G,A2G,A2G,A2G,I2E,A1G,A1G,A1G,A1G,A1G,A1G,A1G, , ,L1E,L1E,L1E, , , ,L1E, ,A1E,18,9702,49,6,20,,,,,,,,,,,,,,9504,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,96,6,2,10,9109,32,9504,20,9601,9109,9109,0,16,721,0,0,0,L,2,G,X,X,X,9,A
9501,HAR,0,CA,92801, , ,0,0, , , , ,XXXX,U1,03,, ,U, , , , ,,1,F,,0,,,,,,,,,,,,,,,2,0,27,32,47,4,1,0, , , ,, ,Y, , , , ,Y,Y,Y,Y, ,Y,Y,Y, ,Y, , , ,2,X,3901,966,1375,99,0,0,50,50,71,2,0,19,27,1,2,2,2,3,4,0,25,1,0,2,31,38,42,34,43,47,25,52,33,15,15,27,18,12,12,11,6,25,20,29,14,12,26,8,22,24,33,42,28,14,8,56,11,6,27,177,274,47,34,1,34,33,19,0,0,0,2035,2181,7,7,60,40,97,3,2,33,70,56,25,81,19,8,3,5,14,22,5,13,42,16,0,1,0,51,89,97,98,99,10,11,34,49,47,14,6,20,14,19,6,14,17,1,93,95,96,98,5945,13,803,413,455,479,505,16734,13,13,13,24,17,16,4,0,1,13,15,11,18,17,19,5,0,2,24,6,39,20,61,39,12,74,11,2,2,0,0,3,8,2,0,28,24,28,4,74,68,75,60,71,57,63,31,69,99,5,13,15,4,15,14,0,0,10,1,9,12,2,5,1,0,2,33,4,2,6,17,4,6,5,2,9,4,4,1,4,1,0,4,84,6,0,133,18,8,17,21,5,23,8,4,24,4,18,6,0,0,0,14,27,1,32,16,47,6,0,7,0,6,0,0,3,1,1,1,1,0,1,0,1,39,29,56,28,15,1,97,59,17,4,13,0,0,49,82,83,17,8,2,78,9,10,0,0,1,99,0,99,99,95,13,2,3,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,,,,,9409,9409,,,L4E,A4E,A4E,A4E,A2E,N3E,N3E,N3E,N3E,N3E,N3E,N2E,F1E, ,F1E, , , , ,P1E,P1E, , ,11,9702,25,6,13,,,,,,9603,,,9512,,,9507,,9504,,,,,9412,,,,,,,,,10,,,10,,,10,,10,,,,,10,,,,55,6,2,5,9601,10,9412,10,9603,9412,9504,4,9.1666666667,158366,0,0,1,L,4,E,X,X,X,9,A
9401,SGI,28,AL,36005, , ,3601,0, , , , ,XXXX,R3,50,62,E,H, , , , ,1,3,F,,0,,,,,,,,,,,,,,,2,2,29,21,33,8,6,3, , , ,, , , , ,Y, ,Y,Y, , , , ,Y,Y, ,Y, , , ,3, ,1861,540,735,0,0,99,48,52,77,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,45,49,38,48,52,24,34,43,23,14,18,17,14,14,12,11,12,14,34,24,16,35,17,33,25,34,41,23,9,4,61,8,11,19,172,253,67,67,0,0,0,0,0,0,0,315,363,1,1,85,15,82,18,55,34,73,60,27,89,11,8,1,6,12,20,1,15,43,19,5,12,5,0,0,2,6,19,0,4,40,51,52,14,4,0,0,32,11,0,0,4,0,1,1,13,0,412,698,191,270,265,324,12811,42,17,20,8,8,3,1,0,2,28,19,26,10,10,4,1,0,2,34,18,23,19,26,74,3,74,18,0,0,0,0,0,2,6,1,13,22,25,3,79,62,68,56,67,52,63,50,78,88,9,5,5,1,9,10,2,0,13,10,19,11,8,6,13,0,10,27,4,3,4,11,5,3,5,0,6,4,3,2,8,6,3,9,70,2,3,120,24,20,39,9,3,4,2,2,22,1,20,3,1,2,0,15,29,0,21,16,33,10,0,6,1,2,0,0,4,0,0,0,0,0,1,0,0,0,91,99,0,0,1,89,64,33,10,20,4,14,28,51,74,26,0,0,2,71,16,2,0,9,89,10,7,95,82,6,2,6,8,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L1F,A1F,A1F,A1F,A1F,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,N2E,N1E,N1E,N1E,F1E,F1E,F1E, ,F1E,13,9702,32,6,12,,,,,,,9512,,,,,,,,,,,,9411,,,,,,,,,,20,,,,,,,,,,,,10,,,,40,3,1,10,9411,20,9512,20,9512,9401,9411,10,13.333333333,48480,0,0,0,L,1,F,X,X,X,61,D
9401,MBC,0,TX,75217, , ,0,0, , , , ,XXXX,S2,18,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,22,44,6,4,2,0, , , ,6, , , , , , , , , , , , , , , , , , , , , ,1654,392,460,99,0,0,50,50,30,54,0,0,23,0,0,0,0,0,0,0,19,0,0,4,25,35,38,27,37,41,37,36,37,27,18,27,31,13,6,3,2,13,15,31,22,19,9,2,7,12,20,68,52,29,13,51,13,4,32,310,356,98,97,0,1,1,1,0,0,0,469,467,5,4,77,23,88,12,0,64,85,59,44,92,8,20,4,16,7,14,3,7,20,3,18,35,1,0,0,0,2,39,0,2,33,48,51,20,6,1,0,1,23,0,0,0,38,68,86,93,1920,109,623,313,325,321,322,8670,13,24,25,29,5,3,1,0,0,15,26,17,32,5,3,1,0,0,9,10,17,14,59,41,9,61,18,19,19,0,0,0,3,0,0,5,33,39,15,73,80,88,73,82,61,64,38,61,99,16,8,8,7,9,20,1,2,5,1,19,11,5,6,1,0,7,19,8,6,2,16,9,13,2,3,9,2,1,1,4,2,0,4,88,2,0,120,4,16,42,19,5,13,0,5,36,3,33,6,0,0,0,11,22,2,44,0,6,28,0,2,1,4,0,0,0,0,0,1,0,0,0,0,0,6,77,81,18,0,1,85,58,18,3,14,0,6,33,73,85,15,0,0,32,0,68,0,0,0,99,0,99,97,96,6,1,4,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,,,9409,,,L2F,A2F,A2F,A2F,A2F,A3F,A3F,A4F,A4F,A4F,A4F,A3F,A3F, ,A2E,A1E,A1E,N1D, , ,N1D, , ,14,9702,32,6,11,,,,,,,,,,,,9506,,9504,,,9412,,,9409,,,,,,,,,,,,,,15,,15,,,10,,,10,,,55,5,3,5,9309,15,9504,15,9506,9309,9409,12,11,117059,0,0,0,L,2,F,X,X,X,25,A
9401,BSH,0,IN,46987, , ,5001,0, , , , ,XXXX,R2,44,48,E,H, , , , ,,5,F,,0,,,,,,,,,,,,,,,2,0,39,25,33,6,2,2, , , ,, , ,Y, , , ,Y, ,Y, , , ,Y,Y, , , , , ,3,X,999,301,370,0,0,99,50,50,97,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,37,45,48,37,47,50,27,28,43,29,9,18,21,18,17,11,7,10,13,33,23,20,25,8,22,17,38,45,28,9,3,70,6,6,19,187,269,92,91,1,5,5,1,0,0,0,531,566,3,3,86,14,95,5,20,38,81,73,34,92,8,4,1,3,8,16,2,20,58,19,0,0,0,0,1,5,19,55,0,0,65,58,61,14,4,5,0,2,8,3,1,1,2,10,27,76,0,83,527,383,403,400,440,14438,13,17,16,27,19,6,1,1,0,6,15,18,30,22,7,1,1,0,30,1,52,4,37,63,9,87,8,0,0,0,0,0,4,1,2,12,14,19,5,46,63,75,53,69,49,61,55,99,0,0,9,10,3,10,19,0,2,8,2,14,15,7,1,3,0,2,38,3,1,2,15,5,1,3,0,8,11,4,3,6,2,2,6,75,9,0,120,6,11,51,17,4,6,4,1,25,2,21,3,0,0,0,19,39,0,25,17,33,6,1,5,0,21,0,0,4,0,0,0,0,0,0,0,0,1,72,94,6,0,1,95,68,19,10,29,1,5,7,24,56,44,0,0,47,1,46,5,0,2,2,98,93,99,99,7,4,9,7,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,,,9409,,9406,L1F,A1F,A1F, ,L2D,L3D,L3D,A1D,A1D,A1D,A1D,A2D,A2D, ,A2D,N3D,N3D,N2D, , ,N2D, ,F1D,14,9702,32,5,11,,,,,9602,,,,,,,,,,,,,,,9409,,9407,,,,,20,,,,,,,,,,,,,,,5,,5,35,4,3,5,9409,20,9602,20,9602,9310,9407,9,8.75,62693,0,0,0,L,1,F,X,X,X,41,C
9601,BOA,0,TX,77515, , ,6401,0, , , , ,XXXX,T2,40,34,E,H, , ,M, ,1,4,M,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,47,56,24,8,9,2, , , ,, , ,Y, , , , ,Y, ,Y, , ,Y, , , , , , ,2, ,996,274,336,0,99,0,47,53,90,1,0,1,12,0,0,0,0,0,1,0,11,0,0,1,31,41,45,34,45,49,32,35,45,20,13,23,19,11,16,13,6,11,16,37,23,13,27,9,26,17,35,49,35,17,8,66,10,7,18,197,295,98,97,0,1,1,1,0,0,0,388,438,4,3,75,25,96,4,0,43,82,71,36,92,8,7,2,5,8,15,2,22,50,18,1,1,0,0,0,3,5,24,0,1,45,51,55,15,5,0,0,1,23,0,0,1,5,37,82,91,1145,201,618,346,408,379,401,13710,21,11,19,21,24,2,2,0,0,19,9,15,24,27,3,3,0,0,33,7,50,11,33,67,3,81,16,0,0,0,0,2,1,0,1,12,19,23,5,58,63,70,58,68,54,76,51,65,0,11,19,8,7,8,17,0,3,6,0,21,8,3,0,0,0,7,27,2,4,3,8,4,5,2,2,8,16,8,3,8,9,2,3,68,9,0,127,4,15,27,25,7,14,7,0,23,1,19,2,0,0,0,20,47,0,56,17,24,7,0,5,1,11,0,0,3,1,0,1,0,1,1,1,0,1,75,93,6,0,2,99,59,14,10,36,0,0,2,7,14,86,0,0,68,0,32,0,0,0,99,0,99,99,99,7,2,8,11,9706,9606,9604,,9603,9601,9601,,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F,P1F,P1F, , , , , , , , , , , , , , , , ,6,9702,14,5,12,,,,,9602,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,23,1,0,23,9602,23,9602,23,9602,9602,,,23,123388,0,0,1,L,1,F,X,X,X,37,A
9501,NAD,2,GA,31322, , ,1801,0, , , , ,XXXX,R2,44,80,E,H, , , , ,,5,F,,0,,,,,,,,,,,,,,,2,1,28,36,19,8,3,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,5286,1471,1820,92,0,8,50,50,97,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,39,42,33,43,46,28,40,39,20,12,25,23,15,11,8,6,17,16,33,20,14,17,6,15,17,30,54,32,10,3,67,10,7,16,217,283,80,79,2,4,2,1,2,2,0,646,698,3,3,80,20,95,5,1,46,81,71,40,89,11,6,1,5,11,12,3,23,60,13,0,1,1,1,2,11,33,78,0,1,53,54,56,16,5,3,1,16,13,2,1,4,7,17,50,81,7520,425,507,382,410,400,436,13755,13,17,15,24,24,4,2,0,1,7,16,15,28,26,5,2,0,1,21,1,35,5,41,59,9,82,13,0,0,0,0,1,2,2,2,4,21,23,3,75,72,80,64,78,61,77,69,99,99,3,13,10,4,8,21,0,1,9,0,17,7,7,2,1,0,10,24,8,2,7,13,4,4,3,1,8,7,5,5,8,3,3,4,79,4,0,120,7,17,43,17,5,8,3,4,21,2,20,4,1,1,0,15,28,1,36,14,19,21,1,7,1,8,0,0,7,0,0,0,0,0,1,0,0,2,74,95,1,0,3,96,73,23,6,18,4,14,29,63,79,21,0,0,51,10,34,2,0,3,82,18,75,99,98,9,3,6,5,9706,9606,9604,,,9602,9512,9511,,,,,9506,,,,,,,,,,,L1F,N1F,N1F, , ,F1F,F1F,F1F, , , , ,P1F, , , , , , , , , , ,5,9702,13,3,7,,,,,,,,,,,,9508,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,15,1,1,15,9508,15,9508,15,9508,9508,,,15,30521,0,0,0,L,1,F,X,X,X,38,B
9401,HOS,0,OK,73456, , ,0,0, , , , ,XXXX,R3,53,, ,H, , , , ,2,3,M,,0,,,,,,,,,,,,,,,2,0,22,30,54,7,3,2, , , ,1, , , , , , ,Y,Y, , , , , , , , , , , ,3, ,2215,625,897,0,0,99,47,53,91,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,36,47,51,39,50,53,25,37,40,23,10,18,18,13,14,13,15,12,17,33,22,16,36,19,34,29,33,39,21,8,2,63,9,13,15,166,242,82,81,3,5,3,2,2,2,0,207,257,1,1,74,26,86,14,5,34,70,59,27,84,16,6,1,5,13,21,2,18,48,25,0,0,0,0,0,0,2,9,0,3,28,46,49,13,4,4,1,12,18,3,2,2,0,1,2,13,0,405,627,129,176,175,207,7350,54,23,9,10,3,1,0,0,0,43,27,12,13,5,1,0,0,0,43,10,25,25,33,67,3,75,13,0,0,0,0,0,7,5,1,29,15,21,4,51,47,63,33,60,31,51,41,56,58,9,11,5,1,9,7,0,1,10,14,15,11,10,7,17,9,10,13,2,2,5,13,2,4,2,3,6,8,2,3,7,3,2,20,63,3,2,120,24,23,31,14,3,4,2,1,19,2,16,2,0,0,0,11,22,1,30,15,54,1,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,1,76,99,1,0,0,91,52,15,9,26,0,8,16,46,55,45,0,0,61,17,17,0,0,5,79,21,67,99,86,7,2,5,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,9502,9412,9411,,,9409,9407,9406,L2F,A2F,A2F,A2F,A2F,A3F,A3F,A4F,A3E,A3E,A3E,A3E,A4E,A4E,A4E,N4E,N4E,N4E, , ,N4E,N4E,N3E,17,9702,41,6,12,,,,,,,,,,,,9507,,9504,,,9412,,,9409,,,,,,,,,,,,,,15,,10,,,11,,,9,,,82,9,3,5,9401,15,9507,15,9507,9311,9401,2,9.1111111111,113647,0,0,0,L,2,F,X,X,X,57,D
9001,GRI,0,TX,76028, , ,6201,0, , , , ,XXXX,T2,40,36,E,H, , , , ,,4,F,7,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,33,42,23,7,2,4, , , ,, , ,Y, ,Y, ,Y,Y,Y,Y, , , , , , , , , ,2, ,8334,2404,2758,0,6,94,51,49,97,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,32,40,42,32,42,45,30,37,42,21,11,23,26,19,12,6,3,14,15,36,21,14,14,4,12,10,33,57,35,13,4,72,8,3,16,232,301,72,72,0,0,0,0,0,0,0,879,946,3,3,91,9,95,5,11,48,87,79,43,93,7,5,2,3,8,8,3,24,63,10,0,0,0,3,7,33,68,90,0,2,53,55,57,16,5,0,0,27,5,0,0,4,15,22,45,72,2800,109,623,402,416,436,463,14306,10,16,16,26,22,7,2,1,1,7,15,16,28,24,7,2,1,1,17,2,40,4,45,55,8,84,12,0,0,0,0,0,1,3,1,79,31,34,8,82,73,85,62,81,60,70,58,88,99,2,13,10,4,13,19,0,2,8,3,15,7,4,3,3,1,10,23,4,2,7,15,5,3,2,0,9,6,6,5,7,2,4,8,72,6,1,120,5,14,35,26,6,10,4,3,26,2,22,5,0,0,0,17,33,1,42,20,23,7,0,5,1,10,0,0,8,0,0,0,0,0,1,1,0,1,71,98,2,0,0,98,84,35,6,11,2,22,51,86,92,8,0,0,3,33,62,0,0,2,89,11,2,99,97,10,3,7,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L1F,A1F,A1F,A1F,L1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A1E,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,20,9702,51,6,13,,,,,,,,9512,,,,,,,,,,9412,,,,,,,,,,,,15,,,,,,,,,,11,,,,,55,7,2,3,9101,15,9512,15,9512,9101,9110,9,7.8571428571,118956,0,0,1,L,1,F,X,X,X,17,A
9501,HHL,1,GA,31816, , ,4801,0, , , , ,XXXX,R2,46,50,E,H, , , , ,1,7,M,2,15,0,0,3,0,1,1,0,0,1,5,0,1,0,1,3,3,39,7,63,14,7,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,960,291,395,0,79,21,46,54,99,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,38,48,51,39,49,51,23,40,35,25,9,17,17,16,19,14,8,15,19,31,20,15,31,13,28,24,38,38,22,5,1,64,10,10,16,169,243,81,81,3,5,1,1,0,0,0,579,655,2,2,77,23,94,6,8,32,74,62,25,87,13,7,1,6,9,22,3,18,56,25,0,0,0,2,4,10,26,65,0,1,65,59,60,13,4,4,1,14,10,4,1,8,0,8,13,34,0,197,524,270,300,283,353,11578,26,16,31,17,6,2,0,0,0,7,15,39,25,9,4,0,0,0,39,2,43,5,44,56,12,97,2,0,0,0,0,0,0,1,0,16,12,17,3,37,63,64,61,59,58,94,75,99,0,0,17,13,2,14,30,0,0,5,0,11,7,1,0,0,0,4,24,7,7,4,12,9,0,2,0,10,10,8,5,14,7,0,1,70,7,0,120,3,8,40,22,9,12,5,3,16,0,18,1,1,3,0,19,39,0,7,25,63,15,1,18,1,6,4,0,14,0,0,0,0,0,1,0,0,0,69,99,0,0,0,97,65,13,10,27,0,0,8,32,70,30,0,0,40,13,45,0,0,2,99,1,90,99,97,6,2,8,9,9706,9606,9604,,9603,9602,9512,9511,,,,,9506,,,,,,,,,,,L1F,N1F,N1F, ,F1F,F1F,F1F,F1F, , , , ,P1F, , , , , , , , , , ,5,9702,14,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,0,20,9508,20,9508,20,9508,9508,,,20,31487,0,0,1,L,1,F,X,X,X,42,D
